Project ID,Project Name,Project Start Date,Project Completion Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units
73165,PARADISE MANAGEMENT CLUSTER 1.HPO.FY23,07/05/2023,06/21/2024,41884,135,WEST 145 STREET,Manhattan,10039,1020140018,1060185,MN-10,9,232,MN1002,40.820899,-73.937304,40.821226,-73.937375,06/21/2024,Preservation,Yes,Non Prevailing Wage,,5,12,13,,1,1,12,17,1,,,,,31,,31,31
73165,PARADISE MANAGEMENT CLUSTER 1.HPO.FY23,07/05/2023,06/21/2024,41885,139,WEST 145 STREET,Manhattan,10039,1020140016,1060184,MN-10,9,232,MN1002,40.820932,-73.937383,40.821284,-73.937516,06/21/2024,Preservation,Yes,Non Prevailing Wage,1,4,9,17,,,1,12,17,1,,,,,31,,31,31
73165,PARADISE MANAGEMENT CLUSTER 1.HPO.FY23,07/05/2023,06/21/2024,41887,143,WEST 145 STREET,Manhattan,10039,1020140014,1060183,MN-10,9,232,MN1002,40.820968,-73.937462,40.821344,-73.937654,06/21/2024,Preservation,Yes,Non Prevailing Wage,1,3,8,19,,,1,12,18,,,,,,31,,31,31
73166,PARADISE MANAGEMENT CLUSTER 2.HPO.FY23,07/05/2023,,40785,609,WEST 135 STREET,Manhattan,10031,1020020026,1059957,MN-09,7,22301,MN0902,40.820362,-73.955672,40.82062,-73.955607,06/05/2024,Preservation,Yes,Non Prevailing Wage,,7,4,10,,,,7,9,5,,,,,21,,21,21
73166,PARADISE MANAGEMENT CLUSTER 2.HPO.FY23,07/05/2023,,40786,611,WEST 135 STREET,Manhattan,10031,1020020024,1059956,MN-09,7,22301,MN0902,40.820375,-73.955705,40.820677,-73.955737,,Preservation,Yes,Non Prevailing Wage,,11,2,8,,,,8,8,5,,,,,21,,21,21
73166,PARADISE MANAGEMENT CLUSTER 2.HPO.FY23,07/05/2023,,40787,615,WEST 135 STREET,Manhattan,10031,1020020022,1059955,MN-09,7,22301,MN0902,40.820403,-73.95577,40.820729,-73.95586,06/05/2024,Preservation,Yes,Non Prevailing Wage,,8,5,8,,,,7,10,4,,,,,21,,21,21
73166,PARADISE MANAGEMENT CLUSTER 2.HPO.FY23,07/05/2023,,40788,617,WEST 135 STREET,Manhattan,10031,1020020021,1059954,MN-09,7,22301,MN0902,40.820419,-73.955806,40.820784,-73.955986,06/05/2024,Preservation,Yes,Non Prevailing Wage,1,7,3,9,,1,,7,7,7,,,,,21,,21,21
73166,PARADISE MANAGEMENT CLUSTER 2.HPO.FY23,07/05/2023,,40790,619,WEST 135 STREET,Manhattan,10031,1020020019,1059953,MN-09,7,22301,MN0902,40.820433,-73.955839,40.820837,-73.956113,06/05/2024,Preservation,Yes,Non Prevailing Wage,1,7,3,10,,,,7,7,7,,,,,21,,21,21
73167,PARADISE MANAGEMENT CLUSTER 3.HPO.FY23,07/05/2023,06/05/2024,46674,2706,BAINBRIDGE AVENUE,Bronx,10458,2032870043,2016624,BX-07,15,40502,BX0702,40.865897,-73.891052,40.865771,-73.890738,06/05/2024,Preservation,Yes,Non Prevailing Wage,,18,37,,,1,,34,14,8,,,,,56,,56,56
73167,PARADISE MANAGEMENT CLUSTER 3.HPO.FY23,07/05/2023,06/05/2024,92616,2356,LORILLARD PLACE,Bronx,10458,2030540006,2011652,BX-06,15,387,BX0603,40.855447,-73.890068,40.855293,-73.889851,06/05/2024,Preservation,Yes,Non Prevailing Wage,1,7,23,,,,,20,11,,,,,,31,,31,31
73497,PARADISE MANAGEMENT CLUSTER 16.HPO.FY23,07/05/2023,06/05/2024,110162,540,SOUTHERN BOULEVARD,Bronx,10455,2026037501,2004121,BX-02,17,83,BX0202,40.812269,-73.903643,40.812038,-73.903499,06/05/2024,Preservation,Yes,Non Prevailing Wage,5,8,37,14,,1,,45,20,,,,,,65,,65,65
74613,2150 CLINTON AVENUE,07/05/2023,12/06/2024,57132,2150,CLINTON AVENUE,Bronx,10457,2030970012,2129653,BX-06,15,371,BX0602,40.849106,-73.886507,40.848922,-73.886244,12/06/2024,New Construction,No,Non Prevailing Wage,,,,,35,,15,1,19,,,,,,35,,35,36
74614,128 WEST 167TH STREET,07/05/2023,09/26/2024,1005071,128,WEST 167 STREET,Bronx,10452,2025140061,2000000,BX-04,16,199,BX0402,40.836752,-73.926545,40.836532,-73.926552,09/26/2024,New Construction,No,Non Prevailing Wage,,,,,32,,10,17,5,,,,,,32,,32,33
74615,2136 HONEYWELL AVENUE,07/05/2023,10/26/2023,1009388,2136,HONEYWELL AVENUE,Bronx,10460,2031250026,2129644,BX-06,15,363,BX0601,40.845964,-73.881583,40.845923,-73.881351,10/26/2023,New Construction,No,Non Prevailing Wage,,,,,101,,19,17,64,1,,,,,101,,101,101
74612,2882 86TH STREET APARTMENT,07/06/2023,05/07/2024,991001,2882,86 STREET,Brooklyn,11223,3071670128,3429074,BK-13,47,386,BK1501,40.591331,-73.976319,40.591059,-73.976405,05/07/2024,New Construction,No,Non Prevailing Wage,,,,,2,,,,2,,,,,,2,,2,6
74606,23-27 ELDERT STREET,07/10/2023,,288495,23,ELDERT STREET,Brooklyn,11207,3034080055,3256503,BK-04,37,401,BK0402,40.685854,-73.913939,40.685966,-73.914166,,New Construction,No,Non Prevailing Wage,,,,,3,,,1,2,,,,,,3,,3,8
74606,23-27 ELDERT STREET,07/10/2023,,288530,27,ELDERT STREET,Brooklyn,11207,3034080053,3427355,BK-04,37,401,BK0402,40.685928,-73.913864,40.686024,-73.914109,,New Construction,No,Non Prevailing Wage,,,,,3,,,1,2,,,,,,3,,3,8
74607,1699 TOPPING AVE,07/10/2023,09/12/2024,1009287,1699,TOPPING AVENUE,Bronx,10457,2027910050,2129687,BX-04,15,22902,BX0403,40.844106,-73.905827,40.844159,-73.906087,09/12/2024,New Construction,No,Non Prevailing Wage,,,,,7,,,7,,,,,,,7,,7,23
74608,336 EAST 112TH STREET,07/10/2023,,19467,336,EAST 112 STREET,Manhattan,10029,1016830034,1000000,MN-11,8,180,MN1102,40.793834,-73.938138,40.79359,-73.938207,,New Construction,No,Non Prevailing Wage,,,,,8,,,5,3,,,,,,8,,8,24
74609,61-13 UTOPIA PARKWAY,07/10/2023,09/26/2024,701201,61-13,UTOPIA PARKWAY,Queens,11365,4070700047,4000000,QN-08,24,1341,QN0803,40.73866,-73.792942,40.73842,-73.792376,09/26/2024,New Construction,No,Non Prevailing Wage,,,,,3,,,1,2,,,,,,3,,3,7
74610,2264 ATLANTIC AVENUE,07/10/2023,08/21/2024,185936,2264,ATLANTIC AVENUE,Brooklyn,11233,3014350010,3428754,BK-16,37,36501,BK1601,40.676307,-73.910444,40.676014,-73.910354,08/21/2024,New Construction,No,Non Prevailing Wage,,,,,3,,,1,2,,,,,,3,,3,10
74611,3408 & 3410 FARRAGUT ROAD APARTMENTS,07/10/2023,09/26/2023,1009533,3410,FARRAGUT ROAD,Brooklyn,11210,3050090040,3429007,BK-17,45,784,BK1702,40.636513,-73.943944,40.636277,-73.943764,09/26/2023,New Construction,No,Non Prevailing Wage,,,,,3,,1,2,,,,,,,3,,3,9
74604,27-23 27 STREET,07/11/2023,08/01/2024,413442,27-23,27 STREET,Queens,11102,4005750037,4006900,QN-01,22,71,QN0103,40.769353,-73.923344,40.769122,-73.923168,08/01/2024,New Construction,No,Non Prevailing Wage,,,,,3,,1,2,,,,,,,3,,3,8
74932,THE NORTHERN II,07/11/2023,,684475,103-08,NORTHERN BOULEVARD,Queens,11368,4017180005,4000000,QN-03,21,379,QN0303,40.757635,-73.865453,40.757382,-73.86519,,New Construction,No,Non Prevailing Wage,,,,,12,,1,9,2,,,,,,12,,12,39
74600,1073 TIFFANY STREET,07/12/2023,11/27/2024,114961,1073,TIFFANY STREET,Bronx,10459,2027160048,2130636,BX-02,17,131,BX0202,40.825197,-73.894862,40.825452,-73.895176,11/27/2024,New Construction,No,Non Prevailing Wage,,,,,13,,13,,,,,,,,13,,13,14
74601,VISTA 65 APARTMENTS AKA 98-08 QUEENS BLVD,07/12/2023,08/28/2024,690151,98-04,QUEENS BOULEVARD,Queens,11374,4030860007,4619386,QN-06,29,71306,QN0602,40.728509,-73.857946,40.727922,-73.857579,08/28/2024,New Construction,No,Non Prevailing Wage,,,,,56,,16,31,9,,,,,,56,,56,186
74602,21 MT HOPE PLACE,07/12/2023,12/22/2023,1009435,21,MT HOPE PLACE,Bronx,10453,2028520036,2129694,BX-05,14,23301,BX0502,40.849276,-73.910381,40.849503,-73.910319,12/22/2023,New Construction,No,Non Prevailing Wage,,,,,54,,22,16,16,,,,,,54,,54,55
74603,1694 ST. MARKS AVENUE APARTMENTS,07/12/2023,09/26/2023,1009437,1694,ST MARKS AVENUE,Brooklyn,11233,3014610014,3039270,BK-16,41,363,BK1601,40.673019,-73.910452,40.672838,-73.910643,09/26/2023,New Construction,No,Non Prevailing Wage,,,,,7,,,,6,1,,,,,7,,7,7
74599,1595 & 1597 NEW YORK AVENUE APARTMENTS,07/13/2023,10/04/2023,1009488,1595,NEW YORK AVENUE,Brooklyn,11210,3075610038,3428839,BK-17,45,784,BK1702,40.633579,-73.944804,40.633763,-73.944527,10/04/2023,New Construction,No,Non Prevailing Wage,,,,,3,,1,2,,,,,,,3,,3,9
74599,1595 & 1597 NEW YORK AVENUE APARTMENTS,07/13/2023,10/04/2023,1009489,1597,NEW YORK AVENUE,Brooklyn,11210,3075610037,3428759,BK-03,45,784,BK1702,40.633543,-73.944801,40.633711,-73.944523,10/04/2023,New Construction,No,Non Prevailing Wage,,,,,3,,1,2,,,,,,,3,,3,9
74952,1681 EASTBURN AVENUE,07/13/2023,,74518,1681,EASTBURN AVENUE,Bronx,10457,2027940058,2007402,BX-04,15,22902,BX0403,40.844018,-73.908548,40.844186,-73.908801,,New Construction,No,Non Prevailing Wage,,,,,16,,15,1,,,,,,,16,,16,17
74598,2973 OCEAN PARKWAY,07/14/2023,,348518,2973,OCEAN PARKWAY,Brooklyn,11235,3086610068,3244263,BK-13,48,364,BK1303,40.578634,-73.967986,40.578711,-73.96741,,New Construction,No,Non Prevailing Wage,,,,,3,,,2,1,,,,,,3,,3,8
74597,75 MCGUINNESS BOULEVARD,07/17/2023,09/22/2023,1009886,75,MCGUINNESS BOULEVARD,Brooklyn,11222,3026490024,3000000,BK-01,33,571,BK0101,40.725212,-73.948509,40.724993,-73.948762,09/22/2023,New Construction,No,Non Prevailing Wage,,,,,7,,,4,3,,,,,,7,,7,21
74551,1441 TELLER APARTMENTS,07/18/2023,10/25/2024,112859,1441,TELLER AVENUE,Bronx,10456,2027840017,2007238,BX-04,16,225,BX0403,40.838098,-73.908983,40.838334,-73.909189,10/25/2024,New Construction,No,Non Prevailing Wage,,,,,15,,5,4,6,,,,,,15,,15,16
74654,285 EAST 163 STREET,07/18/2023,11/26/2024,64576,285,EAST 163 STREET,Bronx,10451,2024230048,2129676,BX-04,16,173,BX0401,40.827048,-73.916857,40.827202,-73.916669,11/26/2024,New Construction,No,Non Prevailing Wage,,,,,11,,,7,4,,,,,,11,,11,36
74655,872 EAST 164 STREET,07/18/2023,06/26/2024,890767,872,EAST 164 STREET,Bronx,10459,2026900144,2129642,BX-02,17,12901,BX0202,40.823274,-73.899179,40.823071,-73.899089,06/26/2024,New Construction,No,Non Prevailing Wage,,,,,17,,8,6,,3,,,,,17,,17,18
71805,251 DOUGLASS STREET,07/19/2023,,1000453,251,DOUGLASS STREET,Brooklyn,11217,3004120050,3006610,BK-06,39,127,BK0601,40.680708,-73.985308,40.681065,-73.985459,,New Construction,No,Non Prevailing Wage,,27,26,12,,,16,16,33,,,,,,65,,65,260
74650,1624 SEDGWICK APARTMENTS,07/19/2023,,108420,1624,SEDGWICK AVENUE,Bronx,10453,2028800103,2009177,BX-05,14,20501,BX0501,40.849298,-73.92318,40.849551,-73.922554,,New Construction,No,Non Prevailing Wage,,,,,17,,15,1,,,1,,,,17,,17,18
74653,3408 GLENWOOD ROAD,07/19/2023,11/09/2023,1009566,3408,GLENWOOD ROAD,Brooklyn,11210,3075620041,3427371,BK-17,45,784,BK1702,40.63424,-73.943719,40.634001,-73.943564,11/09/2023,New Construction,No,Non Prevailing Wage,,,,,19,,4,5,5,5,,,,,19,,19,19
70938,ROCHESTER SUYDAM PHASE II,07/20/2023,,998553,423,HERKIMER STREET,Brooklyn,11213,3018640048,3000000,BK-03,36,271,BK0302,40.679096,-73.939488,40.679304,-73.939402,,New Construction,No,Non Prevailing Wage,,,,10,,,,2,8,,,,,,,10,10,10
70938,ROCHESTER SUYDAM PHASE II,07/20/2023,,998554,444,HERKIMER STREET,Brooklyn,11213,3018710043,3000000,BK-03,36,271,BK0302,40.679054,-73.93902,40.678824,-73.938872,,New Construction,No,Non Prevailing Wage,,,,10,,,,2,8,,,,,,,10,10,10
70938,ROCHESTER SUYDAM PHASE II,07/20/2023,,998555,816,HERKIMER STREET,Brooklyn,11233,3017100009,3048198,BK-03,41,299,BK0302,40.678366,-73.926416,40.678116,-73.926308,,New Construction,No,Non Prevailing Wage,,,,12,,,,9,3,,,,,,,12,12,12
71635,580 GERARD AVENUE,07/20/2023,,1009636,586,GERARD AVENUE,Bronx,10451,2023530001,2001115,BX-04,8,6301,BX0401,40.820304,-73.928716,40.820493,-73.928383,,New Construction,No,Non Prevailing Wage,,,40,,,,,28,12,,,,,,40,,40,200
69879,2465 CROTONA AVENUE.GHPP.FY23,07/21/2023,,59964,2465,CROTONA AVENUE,Bronx,10458,2031050034,2012914,BX-06,15,389,BX0603,40.855509,-73.882834,40.855633,-73.883105,,Preservation,No,Non Prevailing Wage,1,3,27,,,1,,15,16,1,,,,,32,,32,32
74648,97-01 55TH AVENUE,07/24/2023,,443399,97-01,55 AVENUE,Queens,11368,4018970004,4047018,QN-04,21,44302,QN0402,40.738676,-73.864521,40.738857,-73.864556,,New Construction,No,Non Prevailing Wage,,,,,3,,,1,2,,,,,,3,,3,8
74649,521 WEST 134TH STREET APARTMENTS,07/24/2023,03/15/2024,1009820,521,WEST 134 STREET,Manhattan,10031,1019880014,1000000,MN-09,7,22301,MN0902,40.818857,-73.954181,40.819085,-73.954156,03/15/2024,New Construction,No,Non Prevailing Wage,,,,,9,,,8,1,,,,,,9,,9,28
71424,BUFF 236-1 DEVELOPMENT ASSOCIATES.HPO.FY23,07/25/2023,,332663,68,MARCY AVENUE,Brooklyn,11211,3023960021,3062846,BK-01,34,523,BK0102,40.711985,-73.955665,40.711966,-73.955882,,Preservation,No,Non Prevailing Wage,,2,1,20,,1,,,18,6,,,,,24,,24,24
71424,BUFF 236-1 DEVELOPMENT ASSOCIATES.HPO.FY23,07/25/2023,,371846,260,SOUTH 1 STREET,Brooklyn,11211,3024090008,3063017,BK-01,34,523,BK0102,40.712054,-73.956653,40.71186,-73.956718,,Preservation,No,Non Prevailing Wage,3,,1,20,,,1,11,12,,,,,,24,,24,24
71424,BUFF 236-1 DEVELOPMENT ASSOCIATES.HPO.FY23,07/25/2023,,371847,262,SOUTH 1 STREET,Brooklyn,11211,3024090009,3063018,BK-01,34,523,BK0102,40.712027,-73.956581,40.711813,-73.956589,,Preservation,No,Non Prevailing Wage,1,8,7,8,,,1,11,12,,,,,,24,,24,24
71424,BUFF 236-1 DEVELOPMENT ASSOCIATES.HPO.FY23,07/25/2023,,371848,264,SOUTH 1 STREET,Brooklyn,11211,3024090011,3063019,BK-01,34,523,BK0102,40.712002,-73.956509,40.711763,-73.956455,,Preservation,No,Non Prevailing Wage,,,,23,,1,1,11,12,,,,,,24,,24,24
71424,BUFF 236-1 DEVELOPMENT ASSOCIATES.HPO.FY23,07/25/2023,,371853,276,SOUTH 1 STREET,Brooklyn,11211,3024090015,3063021,BK-01,34,523,BK0102,40.711843,-73.956076,40.711681,-73.956062,,Preservation,No,Non Prevailing Wage,,,1,22,,1,1,16,7,,,,,,24,,24,24
71424,BUFF 236-1 DEVELOPMENT ASSOCIATES.HPO.FY23,07/25/2023,,371855,279,SOUTH 1 STREET,Brooklyn,11211,3023960027,3062850,BK-01,34,523,BK0102,40.711991,-73.956433,40.712117,-73.956293,,Preservation,No,Non Prevailing Wage,1,,,20,,1,2,11,9,,,,,,22,,22,22
71424,BUFF 236-1 DEVELOPMENT ASSOCIATES.HPO.FY23,07/25/2023,,371856,283,SOUTH 1 STREET,Brooklyn,11211,3023960026,3062849,BK-01,34,523,BK0102,40.711947,-73.956307,40.712074,-73.956174,,Preservation,No,Non Prevailing Wage,,,1,3,,,,,1,3,,,,,4,,4,4
71424,BUFF 236-1 DEVELOPMENT ASSOCIATES.HPO.FY23,07/25/2023,,371857,285,SOUTH 1 STREET,Brooklyn,11211,3023960025,3062848,BK-01,34,523,BK0102,40.711923,-73.956246,40.712043,-73.956091,,Preservation,No,Non Prevailing Wage,,,1,4,,,1,,1,3,,,,,5,,5,5
71424,BUFF 236-1 DEVELOPMENT ASSOCIATES.HPO.FY23,07/25/2023,,371858,287,SOUTH 1 STREET,Brooklyn,11211,3023960024,3062847,BK-01,34,523,BK0102,40.711901,-73.956181,40.71201,-73.956011,,Preservation,No,Non Prevailing Wage,1,,,8,,,2,1,6,,,,,,9,,9,9
71424,BUFF 236-1 DEVELOPMENT ASSOCIATES.HPO.FY23,07/25/2023,,372007,269,SOUTH 2 STREET,Brooklyn,11211,3024090027,3063027,BK-01,34,523,BK0102,40.711393,-73.956928,40.711558,-73.956744,,Preservation,No,Non Prevailing Wage,2,1,1,30,,1,,22,12,1,,,,,35,,35,35
71424,BUFF 236-1 DEVELOPMENT ASSOCIATES.HPO.FY23,07/25/2023,,372106,213,SOUTH 3 STREET,Brooklyn,11211,3024200041,3063160,BK-01,34,523,BK0102,40.71121,-73.958923,40.711416,-73.958778,,Preservation,No,Non Prevailing Wage,4,,,30,,1,,21,14,,,,,,35,,35,35
71424,BUFF 236-1 DEVELOPMENT ASSOCIATES.HPO.FY23,07/25/2023,,372128,244,SOUTH 3 STREET,Brooklyn,11211,3024340008,3063325,BK-01,34,523,BK0102,40.710776,-73.95778,40.71057,-73.957841,,Preservation,No,Non Prevailing Wage,2,,1,17,,1,5,13,1,2,,,,,21,,21,21
72716,92 TOMPKINS AVENUE,07/25/2023,09/13/2024,1010022,88,TOMPKINS AVENUE,Brooklyn,11206,3017470030,3048525,BK-03,36,257,BK0301,40.696419,-73.946494,40.696186,-73.946757,09/13/2024,New Construction,No,Non Prevailing Wage,,,13,,4,,,6,11,,,,,,17,,17,55
74647,5 WITHERS STREET APARTMENT,07/25/2023,06/20/2024,1009474,5,WITHERS STREET,Brooklyn,11211,3023070022,3429469,BK-01,33,519,BK0102,40.716615,-73.952466,40.716785,-73.952574,06/20/2024,New Construction,No,Non Prevailing Wage,,,,,7,,,5,2,,,,,,7,,7,23
73416,2864 ATLANTIC AVENUE,07/26/2023,,1005983,2886,ATLANTIC AVENUE,Brooklyn,11207,3039650011,3000000,BK-05,37,1170,BK0501,40.677116,-73.887853,40.676776,-73.888077,,New Construction,No,Non Prevailing Wage,,19,20,,6,,10,12,23,,,,,,45,,45,183
74645,1315 FINDLAY AVENUE,07/26/2023,02/16/2024,78328,1315,FINDLAY AVENUE,Bronx,10456,2027830070,2007211,BX-04,16,17702,BX0403,40.835459,-73.910779,40.835495,-73.911057,02/16/2024,New Construction,No,Non Prevailing Wage,,,,,18,,14,4,,,,,,,18,,18,19
74646,950 & 954 ROGERS PLACE,07/26/2023,12/07/2023,994365,950,ROGERS PLACE,Bronx,10459,2026990011,2005375,BX-02,17,12901,BX0202,40.822479,-73.897833,40.822542,-73.897587,12/07/2023,New Construction,No,Non Prevailing Wage,,,,,5,,3,2,,,,,,,5,,5,11
74646,950 & 954 ROGERS PLACE,07/26/2023,12/07/2023,994401,954,ROGERS PLACE,Bronx,10459,2026990012,2005376,BX-02,17,12901,BX0202,40.822592,-73.897829,40.822611,-73.897587,12/07/2023,New Construction,No,Non Prevailing Wage,,,,,4,,2,2,,,,,,,4,,4,11
72420,45-02 QUEENS BLVD,07/27/2023,,1009751,4502,QUEENS BOULEVARD,Queens,11104,4001640011,4000000,QN-02,26,183,QN0202,40.74324,-73.919477,40.742817,-73.919391,,New Construction,No,Non Prevailing Wage,,,13,,,,,10,3,,,,,,13,,13,63
71768,2481 CROTONA AVENUE,07/31/2023,,1009674,2481,CROTONA AVENUE,Bronx,10458,2030917501,2129725,BX-06,15,389,BX0603,40.856302,-73.882435,40.856395,-73.882764,,New Construction,No,Non Prevailing Wage,,,15,,12,,5,17,5,,,,,,27,,27,90
74644,1541 NEW YORK AVENUE,07/31/2023,,343561,1541,NEW YORK AVENUE,Brooklyn,11210,3050080021,3114069,BK-17,45,784,BK1702,40.635204,-73.944979,40.635193,-73.944662,,New Construction,No,Non Prevailing Wage,,,,,3,,,,3,,,,,,3,,3,10
74931,2136-2138 BEDFORD AVE,07/31/2023,05/15/2024,1009535,2136,BEDFORD AVENUE,Brooklyn,11226,,,BK-14,40,79602,BK1401,40.652084,-73.955997,,,05/15/2024,New Construction,No,Non Prevailing Wage,,,,,5,,,,5,,,,,,5,,5,7
74643,599 PROSPECT AVE,08/01/2023,11/09/2023,950443,599,PROSPECT AVENUE,Bronx,10455,2026740040,2000000,BX-01,8,79,BX0102,40.813649,-73.903991,40.813858,-73.904262,11/09/2023,New Construction,No,Non Prevailing Wage,,,,,11,,8,3,,,,,,,11,,11,12
74953,55 DASH PLACE,08/02/2023,06/20/2024,1010097,55,DASH PLACE,Bronx,10463,2057787501,2130635,BX-08,11,335,BX0803,40.889557,-73.903896,40.88948,-73.903589,06/20/2024,New Construction,No,Non Prevailing Wage,,,,,9,,,7,2,,,,,,9,,9,29
74596,2233 BATHGATE AVENUE,08/03/2023,,1010131,2233,BATHGATE AVENUE,Bronx,10457,2030500088,2129646,BX-06,15,385,BX0603,40.853808,-73.892565,40.853507,-73.893173,,New Construction,No,Non Prevailing Wage,,,,,3,,,3,,,,,,,3,,3,8
74594,681 DUMONT AVENUE,08/04/2023,07/03/2024,1010349,681,DUMONT AVENUE,Brooklyn,11207,3037890054,3401198,BK-05,42,1156,BK0502,40.666423,-73.893652,40.666505,-73.893768,07/03/2024,New Construction,No,Non Prevailing Wage,,,,,2,,,,2,,,,,,2,,2,6
74595,1429 EAST GUN HILL ROAD,08/04/2023,,1010408,1429,EAST GUN HILL ROAD,Bronx,10469,,,BX-12,12,358,BX1202,40.869472,-73.844307,,,,New Construction,No,Non Prevailing Wage,,,,,5,,,4,1,,,,,,5,,5,16
74591,3525 BRUCKNER BOULEVARD,08/07/2023,07/24/2024,53111,3525,BRUCKNER BOULEVARD,Bronx,10461,2041780021,2130895,BX-10,13,26602,BX1003,40.847408,-73.827222,40.847463,-73.827573,07/24/2024,New Construction,No,Non Prevailing Wage,,,,,3,,1,2,,,,,,,3,,3,10
74593,1626 SEDGWICK AVE,08/07/2023,,108421,1626,SEDGWICK AVENUE,Bronx,10453,2028800104,2009178,BX-05,14,20501,BX0501,40.849312,-73.923166,40.849605,-73.9225,,New Construction,No,Non Prevailing Wage,,,,,16,,15,1,,,,,,,16,,16,17
74951,2460 WHITE PLAINS ROAD,08/07/2023,06/06/2024,1009737,2460,WHITE PLAINS ROAD,Bronx,10467,2044300024,2000000,BX-11,13,330,BX1104,40.862428,-73.867439,40.862979,-73.866961,06/06/2024,New Construction,No,Non Prevailing Wage,,,,,31,,6,23,2,,,,,,31,,31,32
71908,1057 ATLANTIC AVENUE,08/08/2023,,1001071,1065,ATLANTIC AVENUE,Brooklyn,11238,3020200068,3000000,BK-03,36,227,BK0301,40.679444,-73.956379,40.67985,-73.956707,,New Construction,No,Non Prevailing Wage,,,92,45,,,,101,27,9,,,,,137,,137,456
74950,2361 MORRIS AVE,08/08/2023,04/10/2024,1009736,2361,MORRIS AVENUE,Bronx,10468,2031830043,2000000,BX-05,14,239,BX0503,40.859832,-73.900884,40.859874,-73.901163,04/10/2024,New Construction,No,Non Prevailing Wage,,,,,44,,18,26,,,,,,,44,,44,45
71962,288 4TH AVENUE_MIH71913,08/10/2023,,1001566,288,4 AVENUE,Brooklyn,11215,3004560034,3000000,BK-06,39,11901,BK0601,40.675477,-73.984458,40.675641,-73.984761,,New Construction,No,Non Prevailing Wage,,7,7,2,,,2,12,2,,,,,,16,,16,66
73013,490 KENT AVENUE,08/10/2023,,1009907,19,DIVISION AVENUE,Brooklyn,11249,3021340001,3000000,BK-01,33,547,BK0102,40.706871,-73.968491,40.70767,-73.968977,,New Construction,No,Non Prevailing Wage,,,75,,,,24,35,16,,,,,,75,,75,249
73387,953 DEAN STREET,08/10/2023,,1010020,953,DEAN STREET,Brooklyn,11238,3011340096,3000000,BK-08,35,305,BK0802,40.678176,-73.958301,40.678497,-73.95815,,New Construction,No,Non Prevailing Wage,,,71,,,,10,38,21,2,,,,,71,,71,240
74590,81-07 KEW GARDENS ROAD,08/14/2023,12/18/2024,1010410,81-07,KEW GARDENS ROAD,Queens,11415,4033580062,4000000,QN-09,29,21601,QN0901,40.712925,-73.829706,40.713012,-73.829421,12/18/2024,New Construction,No,Non Prevailing Wage,,,,,16,,,11,5,,,,,,16,,16,51
74589,3333 GILES PLACE,08/15/2023,04/11/2024,1009803,3333,GILES PLACE,Bronx,10463,2032580005,2015801,BX-08,11,279,BX0801,40.879309,-73.89832,40.879584,-73.898508,04/11/2024,New Construction,No,Non Prevailing Wage,,,,,15,,,12,3,,,,,,15,,15,49
74584,1946 OCEAN AVE APARTMENTS,08/16/2023,,993101,1946,OCEAN AVENUE,Brooklyn,11230,3067570038,3181613,BK-14,48,546,BK1403,40.614586,-73.9543,40.614436,-73.954671,,New Construction,No,Non Prevailing Wage,,,,,15,,,2,13,,,,,,15,,15,47
74585,69 ADAMS ST APARTMENTS,08/16/2023,,182583,61,ADAMS STREET,Brooklyn,11201,3000520004,3000000,BK-02,33,21,BK0202,40.702354,-73.988538,40.702104,-73.988333,,New Construction,No,Non Prevailing Wage,,,,,70,,18,23,29,,,,,,70,,70,231
74586,138-25 BARCLAY AVE APARTMENTS,08/16/2023,11/26/2024,630358,138-25,BARCLAY AVENUE,Queens,11355,4050440074,4000000,QN-07,20,853,QN0707,40.758262,-73.827147,40.758427,-73.827579,11/26/2024,New Construction,No,Non Prevailing Wage,,,,,15,,1,6,8,,,,,,15,,15,48
74587,26-25 4TH ST APARTMENTS,08/16/2023,05/22/2024,399272,26-25,4 STREET,Queens,11102,4009090009,4620901,QN-01,22,87,QN0102,40.775691,-73.932855,40.775191,-73.932209,05/22/2024,New Construction,No,Non Prevailing Wage,,,,,50,,9,22,19,,,,,,50,,50,165
74588,2976 3RD AVE APARTMENTS,08/16/2023,,63939,481,EAST 153 STREET,Bronx,10455,2023630012,2000000,BX-01,17,71,BX0102,40.818464,-73.914342,40.818543,-73.914071,,New Construction,No,Non Prevailing Wage,,,,,21,,7,10,4,,,,,,21,,21,69
74679,31-18 30TH STREET APARTMENTS,08/16/2023,,416744,31-18,30 STREET,Queens,11106,4005880048,4007487,QN-01,22,75,QN0103,40.764101,-73.924776,40.764306,-73.924928,,New Construction,No,Non Prevailing Wage,,,,,5,,,4,1,,,,,,5,,5,14
