"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","isbn","creator","subjects","publisher","publicationyear"
"Physical","Horizon","BOOK","2016","10","1","Shuang cheng ji : Zhong Ying dui zhao quan yi ben / Cha'ersi Digengsi, [zhu] ; Sheng shi jiao yu Xi fang ming zhu fan yi wei yuan hui, [yi] = A tale of two cities / Charles Dickens.",,"Dickens, Charles, 1812-1870","Paris France History 1789 1799 Fiction, London England History 18th century Fiction, France History Revolution 1789 1799 Fiction, French England London Fiction, British France Paris Fiction, Historical fiction","Shi jie tu shu chu ban gong si,","2009"
"Physical","Horizon","BOOK","2016","10","33","Big truck show! / by Mary Tillworth ; interior illustrated by MJ Illustrations.",,"Tillworth, Mary","Trucks Juvenile fiction, Mermaids Juvenile fiction, Trucks Fiction, Mermaids Fiction","Random House,","[2016]"
"Physical","Horizon","BOOK","2016","10","1","The nightingales of Troy : stories of one family's century / Alice Fulton.",,"Fulton, Alice, 1952-","Women Fiction, Troy N Y Fiction, United States Social life and customs 20th century Fiction, Domestic fiction","W.W. Norton & Co.,","c2008."
"Physical","Horizon","BOOK","2016","10","1","The Negro speaks of rivers / Langston Hughes ; with illustrations by E.B. Lewis.",,"Hughes, Langston, 1902-1967","African Americans Juvenile poetry, African Americans Juvenile fiction, American poetry Juvenile fiction","Disney Jump at the Sun Books,","c2009."
"Digital","OverDrive","EBOOK","2016","10","1","Red Scarf Girl: A Memoir of the Cultural Revolution",,"Ji-li Jiang","Biography & Autobiography, Young Adult Nonfiction","HarperCollins Publishers Inc.","2010"
"Digital","OverDrive","EBOOK","2016","10","1","Murder My Neighbour: Ellie Quicke Series, Book 12",,"Veronica Heley","Fiction, Mystery","Severn House Publishers Ltd","2012"
"Physical","Horizon","BOOK","2016","10","1","100 questions & answers about your child's depression or bipolar disorder / Linda Chokroverty.",,"Chokroverty, Linda","Depression in children Miscellanea, Manic depressive illness in children Miscellanea","Jones and Bartlett Publishers,","c2010."
"Digital","Hoopla","MOVIE","2016","10","2","Lolita",,,"Romance","Under The Milky Way",
"Physical","Horizon","BOOK","2016","10","1","The Kentucky Derby : how the run for the roses became America's premier sporting event / James C. Nicholson ; foreword by Chris McCarron.",,"Nicholson, James C.","Kentucky Derby History, Horse racing Kentucky History","University Press of Kentucky,","c2012."
"Physical","Horizon","BOOK","2016","10","3","Cang mao mao cang mao mao / [Ri] Wuwei Tailang, zhu ; [Ri] Yuandu Jingzi, yi.",,"Gomi, Tarō","Hide and seek Juvenile fiction, Mice Juvenile fiction, Chinese language materials Fiction","Xin xing chu ban she,","2012."
"Digital","Freegal","SONG","2016","10","1","Ruins",,"Talkdemonic",,,
"Digital","OverDrive","EBOOK","2016","10","1","Olivia",,"Ian Falconer","Humor (Fiction), Juvenile Fiction, Picture Book Fiction","Simon & Schuster, Inc.","2014"
"Digital","OverDrive","AUDIOBOOK","2016","10","1","The Sign of Four (Unabridged)",,"Sir Arthur Conan Doyle","Fiction, Mystery","Tantor Media, Inc","2009"
"Physical","Horizon","BOOK","2016","10","2","Dutch treats : heirloom recipes from farmhouse kitchens / William Woys Weaver.",,"Weaver, William Woys, 1947-","Baking Pennsylvania Pennsylvania Dutch Country, Bread Pennsylvania Pennsylvania Dutch Country, Cake Pennsylvania Pennsylvania Dutch Country, Pastry Pennsylvania Pennsylvania Dutch Country, Pennsylvania Dutch Social life and customs, Cookbooks","St. Lynn's Press,","2016."
"Digital","OverDrive","EBOOK","2016","10","1","Drink Your Way to Gut Health: 140 Delicious Probiotic Smoothies & Other Drinks that Cleanse & Heal",,"Molly Morgan","Cooking & Food, Nonfiction","Houghton Mifflin Harcourt Trade and Reference","2015"
"Digital","OverDrive","EBOOK","2016","10","1","The Penguin Book of Victorian Women in Crime: Forgotten Cops and Private Eyes from the Time of Sherlock Holmes",,"Michael Sims","Fiction, Mystery","Penguin Group (USA), Inc.","2011"
"Physical","Horizon","SOUNDDISC","2016","10","1","November [sound recording] / Jeremy Pelt.",,"Pelt, Jeremy","Jazz 2001 2010, Trumpet music Jazz","MaxJazz,","p2008."
"Physical","Horizon","BOOK","2016","10","1","Aztec history and culture / Helen Dwyer and Mary Stout.",,"Dwyer, Helen","Aztecs Juvenile literature","Gareth Stevens Pub.,","2013."
"Physical","Horizon","BOOK","2016","10","2","Iron Man. The secret origin of Tony Stark, Book 1 / writer, Kieron Gillen ; penciler, Greg Land (#6-8) ; artist, Dale Eaglesham (9-11) ; inker, Jay Leisten (#6-8) ; colorist, Guru-eFX ; letterer, VC's Joe Caramagna.",,"Gillen, Kieron","Iron Man Fictitious character Comic books strips etc, Superheroes Comic books strips etc, Science fiction comic books strips etc, Graphic novels, Superhero comic books strips etc","Marvel Worldwide, Inc.,","2013."
"Physical","Horizon","BOOK","2016","10","1","Ginger the stray kitten / by Holly Webb ; illustrated by Sophy Williams.",,"Webb, Holly","Kittens Juvenile fiction, Pets Juvenile fiction, Farms Juvenile fiction, Animal rescue Juvenile fiction, Human animal relationships Juvenile fiction","Tiger Tales,","2015"
"Digital","OverDrive","EBOOK","2016","10","2","Vanishing Acts",,"Jodi Picoult","Fiction, Literature","Simon & Schuster, Inc.","2014"
"Digital","OverDrive","AUDIOBOOK","2016","10","2","The Black Reckoning: The Books of Beginning Series, Book 3 (unabridged) (Unabridged)",,"John Stephens","Fantasy, Juvenile Fiction","Books on Tape","2015"
"Digital","OverDrive","EBOOK","2016","10","2","Captive",,"Brighton Walsh","Fiction, Romance, Suspense","Macmillan Publishers","2015"
"Physical","Horizon","BOOK","2016","10","1","The irresistible Henry House : a novel / Lisa Grunwald.",,"Grunwald, Lisa","Women teachers Fiction, Attachment behavior Fiction, Orphans Fiction, Home economics Fiction","Random House,","c2010."
"Physical","Horizon","BOOK","2016","10","1","The complete idiot's guide to amigurumi / by June Gilbank.",,"Gilbank, June","Amigurumi Patterns, Crocheting Patterns, Stuffed animals Toys","Alpha,","c2010."
"Physical","Horizon","VIDEODISC","2016","10","1","Baby boost. Nursery rhymes [videorecording] / presented by Select on Demand.",,,"Childrens songs Juvenile films, Nursery rhymes Juvenile films, Motor learning Juvenile films, Childrens films","Echo Bridge Home Entertainment,","2008."
"Physical","Horizon","BOOK","2016","10","1","Hai số phận / Jeffrey Archer ; người dịch, Anh Thư.",,"Archer, Jeffrey, 1940-","Capitalists and financiers United States Fiction, Peasants Poland Fiction, Hotelkeepers Fiction","Nhà xuất bản Văn học,","2008."
"Digital","OverDrive","EBOOK","2016","10","1","Horrid Henry Rocks",,"Francesca Simon","Humor (Fiction), Juvenile Fiction","Sourcebooks","2011"
"Physical","Horizon","BOOK","2016","10","1","An appetite for ale / Fiona Beckett and Will Beckett ; photography by Vanessa Courtier.",,"Beckett, Fiona","Cooking Beer","Campaign for Real Ale,","c2007."
"Physical","Horizon","BOOK","2016","10","1","The men from the boys / William J. Mann.",,"Mann, William J.","Gay men Massachusetts Boston Fiction, Gay men Social life and customs Fiction, Boston Mass Fiction","Plume,","1998."
"Digital","OverDrive","EBOOK","2016","10","1","The Human Age: The World Shaped By Us",,"Diane Ackerman","History, Nonfiction, Science","W. W. Norton & Company","2015"
"Physical","Horizon","SOUNDDISC","2016","10","2","It had to be you [sound recording] : a jazz wedding album.",,,"Popular music, Jazz, Dance orchestra music, Wedding music","RCA Victor,","p1998."
"Physical","Horizon","VIDEODISC","2016","10","6","Waiting for ""Superman"" [videorecording] / Paramount Vantage and Participant Media present in association with Walden Media ; an Electric Kinney Films production ; written by Davis Guggenheim & Billy Kimball ; produced by Lesley Chilcott ; directed by Davis Guggenheim.",,,"Education United States, Documentary films, Nonfiction films, Feature films, Video recordings for the hearing impaired","Paramount Home Entertainment,","c2011."
"Physical","Horizon","BOOK","2016","10","1","Le petit prince, avec les dessins de l'auteur ...",,"Saint-Exupéry, Antoine de, 1900-1944","Fantasy Fiction, French language materials Fiction","Gallimard","[1945]"
"Physical","Horizon","VIDEODISC","2016","10","4","Families of Germany [videorecording] / Arden Films, Inc. ; producer/director, Eleanor Betting Marquisee ; script, Mark and Eleanor Marquisee.",,,"Families Germany Juvenile films, Germany Social life and customs Juvenile films, Childrens films, Video recordings for the hearing impaired","Master Communications, Inc.,","c2011."
"Physical","Horizon","BOOK","2016","10","1","Prey / Rachel Vincent.",,"Vincent, Rachel","Metamorphosis Fiction, Families Fiction, Man woman relationships Fiction, Fantasy fiction, Occult fiction","MIRA,","c2009."
"Physical","Horizon","BOOK","2016","10","1","Swimming studies / Leanne Shapton.",,"Shapton, Leanne","Shapton Leanne, Women swimmers Canada Biography","Blue Rider Press,","c2012."
"Digital","OverDrive","EBOOK","2016","10","1","Fluency, Grade 3",,"Susan Jane Herron","Language Arts, Nonfiction","Carson-Dellosa Publishing","2005"
"Digital","OverDrive","AUDIOBOOK","2016","10","6","Mercury: A Novel (unabridged) (Unabridged)",,"Margot Livesey","Fiction, Literature, Thriller","HarperCollins Publishers Inc.","2016"
"Digital","OverDrive","EBOOK","2016","10","1","Three Brothers: A Novel",,"Peter Ackroyd","Fiction, Historical Fiction, Literature","Random House, Inc.","2014"
"Physical","Horizon","BOOK","2016","10","1","The aunt in our house / by Angela Johnson ; pictures by David Soman.",,"Johnson, Angela, 1961-","Aunts Juvenile fiction","Orchard Books,","1996."
"Physical","Horizon","BOOK","2016","10","5","The people of Sparks / Jeanne DuPrau.",,"DuPrau, Jeanne","Fantasy Fiction","Random House,","c2004."
"Physical","Horizon","VIDEODISC","2016","10","5","The conspirator [videorecording] / Roadside Attractions ; The American Film Company ; in association with Wildwood Enterprises ; produced by Robert Redford, Greg Shapiro, Bill Holderman, Brian Falk, Robert Stone ; written by James Solomon ; story by James Solomon, Gregory Bernstein ; directed by Robert Redford.",,,"Lincoln Abraham 1809 1865 Assassination Drama, Surratt Mary E Mary Eugenia 1820 1865 Drama, Political crimes and offenses Drama, Trials Assassination Drama, Military courts Drama, Feature films, Fiction films, Legal films, Historical films, Video recordings for the hearing impaired","Lions Gate Home Entertainment,","2011."
"Physical","Horizon","BOOK","2016","10","1","Secrets, lies, gizmos, and spies : a history of spies and espionage / by Janet Wyman Coleman, with the International Spy Museum.",,"Coleman, Janet Wyman","Intelligence service History Juvenile literature, Espionage History Juvenile literature, Intelligence service History, Espionage History","Abrams Books for Young Readers,","c2006."
"Physical","Horizon","BOOK","2016","10","2","What Pete ate from A-Z : where we explore the English alphabet (in its entirety) in which a certain dog devours a myraid of items which he should not / by Maira Kalman.",,"Kalman, Maira","Dogs Fiction, Alphabet Fiction","Putnam's,","c2001."
"Digital","Freegal","SONG","2016","10","1","It Serves Your Right to Suffer (The Avener Rework)",,"The Avener,John Lee Hooker",,,
"Digital","OverDrive","EBOOK","2016","10","1","Mother, Can You Not?",,"Kate Siegel","Family & Relationships, Humor (Nonfiction), Nonfiction","Random House, Inc.","2016"
"Digital","OverDrive","EBOOK","2016","10","1","My Year of Flops: The A. V. Club Presents One Man's Journey Deep into the Heart of Cinematic Failure",,"Nathan Rabin","Nonfiction, Performing Arts, Sociology","Simon & Schuster, Inc.","2014"
"Digital","OverDrive","EBOOK","2016","10","4","Flush",,"Carl Hiaasen","Humor (Fiction), Juvenile Fiction","Random House, Inc.","2011"
"Physical","Horizon","SOUNDDISC","2016","10","1","Can you stand the heat [sound recording] / Ana Popovic.",,"Popovic, Ana, 1976-","Blues Music 2011 2020, Rock music 2011 2020","ArtisteXclusive Records,","c2013."
"Digital","OverDrive","EBOOK","2016","10","64","The Last Mile: Amos Decker Series, Book 2",,"David Baldacci","Fiction, Thriller","Hachette Digital, Inc.","2016"
"Digital","Hoopla","MUSIC","2016","10","2","The Original Broadway Cast Recording 'American Idiot' Featuring Green Day",,,"Rock","Reprise",
"Physical","Horizon","BOOK","2016","10","1","Pillow princess. Part 2 / Avery Goode.",,"Goode, Avery.","Man woman relationships Fiction, Lesbians Fiction, Urban fiction","Life Changing Books in conjunction with Power Play Media,","[2015]"
"Physical","Horizon","SOUNDDISC","2016","10","5","A night at Birdland. Volume two / Art Blakey.",,"Blakey, Art, 1919-1990","Jazz 1951 1960, Drum set music Jazz","Blue Note,","p2001."
"Digital","OverDrive","EBOOK","2016","10","1","Something Might Happen",,"Helen Lester","Juvenile Fiction","Houghton Mifflin Harcourt Trade and Reference","2011"
"Physical","Horizon","BOOK","2016","10","4","Sherlock Sam and the missing heirloom in Katong / by A.J. Low.",,"Low, A. J.,","Child detectives Singapore Juvenile fiction, Heirlooms Juvenile fiction, Katong Singapore Juvenile fiction, Singapore Juvenile fiction","Andrews McMeel Publishing,","[2016]"
"Digital","Freegal","SONG","2016","10","1","Yahweh And The Chosen Ones",,"Unleashed",,,
"Physical","Horizon","BOOK","2016","10","1","Economics : a very short introduction / Partha Dasgupta.",,"Dasgupta, Partha","Economics","Oxford University Press,","2007."
"Digital","OverDrive","EBOOK","2016","10","6","Daughter of the Blood: Black Jewels Series, Book 1",,"Anne Bishop","Fantasy, Fiction, Romance","Penguin Group (USA), Inc.","2011"
"Physical","Horizon","BOOK","2016","10","2","The eyes of the heart : a memoir of the lost and found / Frederick Buechner.",,"Buechner, Frederick, 1926-","Buechner Frederick 1926 Friends and associates, Presbyterian clergy United States Biography","HarperSanFrancisco,","1999."
"Physical","Horizon","BOOK","2016","10","3","How to tie a scarf : 33 styles.",,,"Scarves","Potter Style,","[2013]"
"Physical","Horizon","BOOK","2016","10","3","Dragonsinger / Anne McCaffrey.",,"McCaffrey, Anne","Dragons Juvenile fiction, Pern Imaginary place Juvenile fiction, Young adult fiction","Aladdin Paperbacks,","[2016]"
"Physical","Horizon","BOOK","2016","10","3","Blameless / Gail Carriger.",,"Carriger, Gail","Werewolves Fiction, Vampires Fiction, London England History 1800 1950 Fiction, Italy Fiction","Orbit,","2010."
"Digital","Freegal","SONG","2016","10","1","The Day You Came Along",,"C. Hawkins,R. Allen",,,
"Digital","OverDrive","AUDIOBOOK","2016","10","10","All Dressed in White: Under Suspicion Series, Book 3 (unabridged) (Unabridged)",,"Mary Higgins Clark","Fiction, Literature, Suspense, Thriller","Simon & Schuster - All Library","2015"
"Physical","Horizon","SOUNDDISC","2016","10","4","Four thousand holes [sound recording] / John Luther Adams.",,"Adams, John Luther, 1953-","Trios Piano electronics percussion, Electronic music, Percussion ensembles","Cold Blue Music,","p2011."
